8901	Greenwich	0	0
8902	Lisbon	-9.0754862	0
8903	Paris	2.5969213	0
8904	Bogota	-74.04513	0
8905	Madrid	-3.411658	0
8906	Rome	12.27084	0
8907	Bern	7.26225	0
8908	Jakarta	106.482779	0
8909	Ferro	-17.4	0
8910	Brussels	4.220471	0
8911	Stockholm	18.03298	0
8912	Athens	23.4258815	0
8913	Oslo	10.43225	0
8914	Paris RGS	2.201395	0
