6430	9902	east	9101	2
6430	9903	up	9001	3
6431	9901	north	9101	2
6431	9902	east	9101	1
6431	9903	up	9001	3
6495	9905	down	9002	1
6496	9904	up	9095	1
6497	9904	up	9003	1
6498	9905	down	9001	1
6499	9904	up	9001	1
6500	9910	Geocentre > equator/0°E	9001	1
6500	9911	Geocentre > equator/90°E	9001	2
6500	9912	Geocentre > north pole	9001	3
6501	9908	west	9001	2
6501	9909	south	9001	1
6502	9908	west	9031	1
6502	9909	south	9031	2
6503	9908	west	9001	1
6503	9909	south	9001	2
6504	9918	north-east	9001	2
6504	9919	north-west	9001	1
6505	9913	north-west	9001	1
6505	9914	north-east	9001	2
6506	9913	east-south-east	9205	1
6506	9914	north-north-east	9204	2
6507	9913	north	9001	1
6507	9914	west	9001	2
6508	9920	east south east	9208	2
6508	9921	north north east	9209	1
6509	9908	west	9001	2
6509	9909	south	9001	1
6510	9918	north-east	9001	1
6510	9919	north-west	9001	2
6511	9922	Along receiver lines	9208	1
6511	9923	Across receiver lines	9209	2
6512	9916	up	9001	3
6512	9918	east	9001	1
6512	9919	north	9001	2
