1024	8605	601.705
1024	8606	84.263
1024	8607	485.227
1024	8608	-4.7354
1024	8609	-1.3145
1024	8610	-5.393
1024	8611	-2.3887
1025	8617	55
1025	8618	0
1025	8623	-5.56098e-06
1025	8624	-1.55391e-06
1025	8625	-4.0262e-07
1025	8626	-5.09693e-07
1025	8627	-8.19775e-07
1025	8628	-2.47592e-07
1025	8629	1.36682e-07
1025	8630	1.86198e-07
1025	8631	1.2335e-07
1025	8632	5.68797e-08
1025	8633	-2.32217e-09
1025	8634	-7.69931e-09
1025	8635	-7.86953e-09
1025	8636	-6.12216e-09
1025	8637	-4.01382e-09
1025	8639	1.48944e-05
1025	8640	2.68191e-06
1025	8641	2.4529e-06
1025	8642	2.944e-07
1025	8643	1.5226e-06
1025	8644	9.10592e-07
1025	8645	-3.82241e-07
1025	8646	-8.51732e-07
1025	8647	-5.66713e-07
1025	8648	-1.85188e-07
1025	8649	2.84312e-08
1025	8650	6.84853e-08
1025	8651	5.00828e-08
1025	8652	4.15937e-08
1025	8653	7.62236e-09
1026	8623	8.4386918
1026	8624	-0.0972
1026	8625	-0.03672
1026	8626	4.06e-05
1026	8638	-13276.58
1026	8639	2.6620443
1026	8640	0.07992
1026	8641	-0.0036
1026	8642	-1.09e-05
1027	8623	11.328779
1027	8624	-0.1674
1027	8625	-0.03852
1027	8626	3.79e-05
1027	8638	-13276.58
1027	8639	2.5079425
1027	8640	0.08352
1027	8641	-0.00864
1027	8642	-3.8e-06
1028	8623	6.2280987
1028	8624	-0.03924
1028	8625	-0.03276
1028	8626	2.84e-05
1028	8638	-13276.58
1028	8639	2.9368989
1028	8640	0.07272
1028	8641	0.00216
1028	8642	-1.79e-05
1029	8619	155000
1029	8620	463000
1029	8621	663395.607
1029	8622	5781194.38
1029	8624	-51.681
1029	8625	3290.525
1029	8626	20.172
1029	8627	1.133
1029	8628	2.075
1029	8629	0.251
1029	8630	0.075
1029	8631	-0.012
1030	8619	663395.607
1030	8620	5781194.38
1030	8621	155000
1030	8622	463000
1030	8624	56.619
1030	8625	3290.362
1030	8626	20.184
1030	8627	-0.861
1030	8628	2.082
1030	8629	-0.023
1030	8630	0.07
1030	8631	-0.025
1031	8619	155000
1031	8620	463000
1031	8621	663395.563
1031	8622	5781194.442
1031	8624	-51.718
1031	8625	3290.521
1031	8626	20.154
1031	8627	1.152
1031	8628	2.061
1031	8629	0.238
1031	8630	0.058
1031	8631	-0.013
1032	8619	663395.563
1032	8620	5781194.442
1032	8621	155000
1032	8622	463000
1032	8624	99943.4175
1032	8625	-3290.3612
1032	8626	-20.1673
1032	8627	0.8387
1032	8628	-2.0651
1032	8629	0.0334
1032	8630	-0.0523
1032	8631	0.23
1033	8619	0
1033	8620	0
1033	8621	449681.702
1033	8622	5460505.326
1033	8624	-71.3747
1033	8625	1858.8407
1033	8626	-5.4504
1033	8627	-16.9681
1033	8628	4.0783
1033	8629	0.2193
1034	8619	500000
1034	8620	5500000
1034	8621	448933.793
1034	8622	5461423.984
1034	8624	28.7827
1034	8625	-1843.8236
1034	8626	0.0864
1034	8627	11.9065
1034	8628	-4.0793
1034	8629	0.0809
1035	8611	0
1035	8614	271.053
1035	8621	2610200.48
1035	8622	4905282.73
1036	8664	
1037	8619	155000
1037	8620	463000
1037	8621	526577.124
1037	8622	5778575.474
1037	8624	99969.1014
1037	8625	533.6385
1037	8626	3.3943
1037	8627	-0.1391
