101	9637
102	9638
103	9639
104	9640
105	9641
106	9642
107	9643
108	9644
1024	9607
1025	9630
1026	9617
1027	9617
1028	9617
1029	9632
1030	9632
1031	9632
1032	9632
1033	9631
1034	9631
1035	9621
1036	9633
1037	9632
1038	9632
1039	9633
1040	9633
1041	9648
1042	9648
1043	9651
1044	9653
1045	9653
1046	9653
1047	9653
1048	9652
1049	9652
1050	9653
1051	9653
1052	9654
1053	9655
1054	9655
1055	9603
1056	9607
1057	9607
1058	9607
1059	9603
1060	9603
1061	9603
1062	9607
1063	9603
1064	9603
1065	9603
1066	9636
1067	9603
1068	9613
1069	9613
1070	9603
1071	9603
1072	9656
1073	9603
1074	9606
1075	9603
1076	9636
1077	9636
1078	9636
1079	9636
1080	9603
1081	9607
1082	9607
1083	9603
1084	9603
1085	9603
1086	9607
1087	9603
1088	9603
1089	9603
1090	9603
1091	9603
1092	9603
1093	9603
1094	9603
1095	9636
1096	9636
1097	9603
1098	9603
1099	9603
1100	9603
1101	9603
1102	9603
1103	9603
1104	9603
1105	9603
1106	9603
1107	9603
1108	9603
1109	9603
1110	9603
1111	9603
1112	9606
1113	9603
1114	9603
1115	9603
1116	9603
1117	9603
1118	9603
1119	9603
1120	9603
1121	9603
1122	9603
1123	9603
1124	9603
1125	9603
1126	9603
1127	9603
1128	9603
1129	9603
1130	9603
1131	9603
1132	9603
1133	9603
1134	9603
1135	9603
1136	9603
1137	9603
1138	9603
1139	9603
1140	9603
1141	9603
1142	9603
1143	9603
1144	9603
1145	9603
1146	9606
1147	9606
1148	9603
1149	9603
1150	9603
1151	9603
1152	9603
1153	9603
1154	9603
1155	9603
1156	9603
1157	9603
1158	9603
1159	9603
1160	9603
1161	9603
1162	9603
1163	9603
1164	9603
1165	9603
1166	9603
1167	9603
1168	9603
1169	9603
1170	9603
1171	9603
1172	9603
1173	9603
1174	9603
1175	9603
1176	9603
1177	9603
1178	9603
1179	9603
1180	9603
1181	9603
1182	9603
1183	9603
1184	9603
1185	9603
1186	9603
1187	9603
1188	9603
1189	9603
1190	9603
1191	9603
1192	9603
1193	9603
1194	9607
1195	9603
1196	9603
1197	9603
1198	9603
1199	9603
1200	9603
1201	9603
1202	9603
1203	9603
1204	9603
1205	9603
1206	9603
1207	9603
1208	9603
1209	9603
1210	9603
1211	9603
1212	9603
1213	9603
1214	9603
1215	9603
1216	9603
1217	9603
1218	9603
1219	9603
1220	9603
1221	9603
1222	9603
1223	9603
1224	9603
1225	9603
1226	9603
1227	9603
1228	9603
1229	9603
1230	9603
1231	9603
1232	9603
1233	9603
1234	9603
1235	9603
1236	9607
1237	9606
1238	9606
1239	9606
1240	9606
1241	9613
1243	9613
1245	9603
1246	9603
1247	9603
1248	9603
1249	9603
1250	9603
1251	9603
1252	9603
1253	9603
1254	9603
1255	9603
1256	9603
1258	9601
1259	9601
1260	9601
1261	9601
1262	9601
1263	9601
1264	9601
1265	9601
1266	9601
1268	9601
1269	9601
1270	9601
1271	9603
1272	9603
1273	9607
1274	9607
1275	9603
1276	9603
1277	9603
1278	9603
1279	9603
1280	9607
1282	9603
1283	9603
1284	9603
1285	9603
1286	9603
1287	9603
1288	9603
1289	9603
1290	9603
1291	9603
1292	9603
1293	9603
1294	9603
1296	9603
1297	9607
1298	9607
1299	9607
1300	9607
1301	9607
1302	9607
1303	9606
1304	9603
1305	9603
1306	9603
1307	9603
1308	9607
1309	9607
1310	9607
1311	9606
1312	9614
1313	9615
1314	9606
1315	9606
1316	9603
1317	9603
1318	9603
1319	9603
1320	9606
1321	9603
1322	9603
1323	9603
1324	9603
1325	9603
1326	9606
1327	9603
1328	9603
1329	9603
1330	9603
1331	9607
1332	9607
1333	9607
1334	9607
1335	9618
1336	9618
1337	9618
1338	9618
1339	9618
1340	9618
1341	9618
1342	9618
1343	9618
1344	9618
1345	9618
1346	9618
1347	9618
1348	9618
1349	9618
1350	9618
1351	9618
1352	9618
1353	9618
1354	9618
1355	9618
1356	9618
1357	9618
1358	9618
1359	9618
1360	9618
1361	9618
1362	9618
1363	9618
1364	9618
1365	9618
1366	9618
1367	9618
1368	9618
1369	9618
1370	9618
1371	9618
1372	9618
1373	9618
1374	9618
1375	9618
1376	9618
1377	9618
1378	9618
1379	9618
1380	9618
1381	9618
1382	9618
1383	9618
1384	9618
1385	9618
1386	9618
1387	9618
1388	9618
1389	9618
1390	9618
1391	9618
1392	9618
1393	9618
1394	9618
1395	9618
1396	9618
1397	9618
1398	9618
1399	9618
1400	9618
1401	9618
1402	9618
1403	9618
1404	9618
1405	9618
1406	9618
1407	9618
1408	9618
1409	9618
1410	9618
1411	9618
1412	9618
1413	9618
1414	9618
1415	9618
1416	9618
1417	9618
1418	9618
1419	9618
1420	9618
1421	9618
1422	9618
1423	9618
1424	9618
1425	9618
1426	9618
1427	9618
1428	9618
1429	9618
1430	9618
1431	9618
1432	9618
1433	9618
1434	9618
1435	9618
1436	9618
1437	9607
1438	9606
1439	9606
1440	9603
1441	9603
1442	9603
1443	9603
1444	9603
1445	9603
1446	9603
1447	9619
1450	9620
1451	9614
1454	9613
1455	9613
1456	9613
1457	9613
1458	9607
1459	9607
1460	9607
1461	9613
1462	9614
1463	9615
1464	9615
1466	9601
1467	9601
1468	9601
1469	9603
1470	9603
1471	9606
1472	9615
1473	9603
1474	9613
1475	9613
1476	9613
1477	9613
1478	9613
1479	9613
1480	9613
1481	9613
1482	9613
1483	9613
1484	9613
1485	9613
1486	9613
1487	9613
1488	9613
1489	9613
1490	9613
1491	9613
1492	9613
1493	9613
1494	9613
1495	9613
1496	9613
1497	9613
1498	9613
1499	9613
1500	9613
1501	9613
1502	9613
1503	9613
1504	9603
1505	9603
1506	9615
1507	9615
1508	9607
1509	9603
1510	9603
1511	9603
1512	9603
1513	9603
1514	9606
1515	9607
1516	9603
1517	9603
1518	9603
1519	9601
1520	9613
1521	9613
1522	9613
1523	9613
1524	9613
1525	9613
1526	9613
1527	9603
1528	9603
1529	9606
1530	9603
1531	9603
1532	9603
1533	9603
1534	9606
1536	9603
1537	9603
1538	9603
1539	9603
1540	9603
1541	9603
1542	9603
1543	9603
1544	9603
1545	9603
1546	9603
1547	9603
1548	9603
1549	9603
1550	9603
1551	9603
1552	9603
1553	9613
1554	9613
1555	9603
1556	9603
1557	9603
1558	9603
1559	9615
1560	9603
1561	9603
1562	9603
1563	9603
1564	9607
1565	9603
1566	9603
1567	9607
1568	9615
1569	9603
1570	9603
1571	9607
1572	9615
1573	9615
1574	9615
1575	9615
1576	9615
1577	9603
1578	9613
1579	9613
1580	9603
1581	9603
1582	9603
1583	9603
1584	9603
1585	9603
1586	9606
1587	9603
1588	9606
1589	9620
1590	9620
1591	9603
1592	9603
1593	9615
1594	9607
1595	9607
1596	9615
1597	9603
1598	9603
1599	9615
1600	9615
1601	9615
1602	9615
1603	9634
1604	9634
1605	9634
1606	9634
1607	9634
1608	9634
1609	9607
1610	9603
1611	9603
1612	9606
1613	9606
1614	9603
1615	9603
1616	9606
1617	9606
1618	9606
1619	9606
1620	9606
1621	9606
1622	9606
1623	9606
1624	9606
1625	9606
1626	9606
1627	9606
1628	9603
1629	9603
1630	9606
1631	9606
1632	9606
1633	9606
1634	9606
1635	9606
1638	9606
1639	9606
1640	9606
1641	9606
1642	9606
1643	9606
1644	9606
1645	9606
1646	9603
1647	9603
1648	9603
1649	9603
1650	9603
1651	9603
1652	9606
1653	9606
1654	9606
1655	9606
1656	9606
1657	9606
1658	9606
1659	9606
1660	9606
1661	9606
1662	9606
1663	9606
1664	9606
1665	9607
1666	9607
1667	9607
1668	9607
1669	9607
1670	9615
1671	9603
1672	9607
1673	9607
1674	9607
1675	9607
1676	9603
1677	9607
1678	9603
1679	9607
1680	9607
1681	9633
1682	9603
1683	9607
1684	9607
1685	9607
1686	9607
1687	9607
1688	9615
1689	9615
1690	9615
1691	9615
1692	9615
1693	9615
1694	9613
1695	9613
1696	9615
1697	9615
1698	9613
1699	9613
1700	9613
1701	9607
1702	9615
1703	9615
1704	9613
1705	9613
1706	9613
1707	9613
1708	9613
1709	9613
1710	9613
1711	9613
1712	9613
1713	9613
1714	9613
1715	9613
1716	9613
1717	9613
1718	9613
1719	9613
1720	9613
1721	9613
1722	9613
1723	9613
1724	9613
1725	9613
1726	9613
1727	9613
1728	9613
1729	9613
1730	9613
1731	9613
1732	9613
1733	9613
1734	9613
1735	9613
1736	9613
1737	9613
1738	9613
1739	9613
1740	9613
1741	9613
1742	9613
1743	9613
1744	9613
1745	9613
1746	9613
1747	9613
1748	9613
1749	9613
1750	9613
1751	9607
1752	9615
1753	9607
1754	9606
1755	9601
1756	9601
1757	9601
1758	9601
1759	9601
1760	9601
1761	9601
1762	9601
1763	9601
1764	9601
1765	9601
1766	9603
1767	9603
1768	9603
1769	9636
1770	9636
1771	9636
1772	9636
1773	9603
1774	9603
1775	9606
1776	9606
1777	9606
1778	9606
1779	9606
1780	9606
1781	9606
1782	9606
1783	9606
1784	9606
1785	9606
1786	9606
1787	9607
1788	9607
1789	9603
1790	9606
1791	9606
